YEAR - TEAM,GAMES,POINTS_PLAYED,MINUTES,ASSISTSS,GOALS,BLOCKS,P/M,COMPLETIONS,COMPLETION_PERCENT,THROWING_YARDS,RECEIVING_YARDS,HOCKEY_ASSISTS,TURNS,STALLS,DROPS,CALLAHANS,HUCKS,HUCK_PERCENT,OFFESNIVE_PP,DEFENSIVE_PP,PULLS,PULL_PERCENT,PULL_HANGTIME,NAME,SEASON
2018 - AUS,1,11,9,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,2,9,0,--,--,Brian Gfroerer,post-season
2017 - MAD,10,201,227,19,12,7,30,186,96.37,--,--,19,6,1,2,0,--,--,49,152,1,100,7.23,Brian Hart,regular season
2016 - MAD,12,210,198,18,29,11,41,241,93.41,--,--,24,13,0,4,0,--,--,134,76,0,--,--,Brian Hart,regular season
2015 - MAD,11,200,213,24,23,8,35,235,92.16,--,--,16,16,1,4,0,--,--,150,50,0,--,--,Brian Hart,regular season
2014 - MAD,9,162,181,13,18,14,32,141,92.76,--,--,9,10,0,3,0,--,--,65,97,3,100,5.56,Brian Hart,regular season
2013 - MAD,3,50,0,3,7,4,11,38,92.68,--,--,0,3,0,0,0,--,--,27,23,5,100,--,Brian Hart,regular season
Career,45,823,820,77,89,44,149,841,93.55,--,--,68,48,2,13,0,--,--,425,398,9,100,5.98,Brian Hart,regular season
2017 - MAD,2,40,38,1,2,0,3,27,100,--,--,4,0,0,0,0,--,--,10,30,0,--,--,Brian Hart,post-season
2016 - MAD,2,40,49,3,6,0,4,48,90.57,--,--,3,4,0,1,0,--,--,30,10,0,--,--,Brian Hart,post-season
2015 - MAD,2,36,43,6,5,3,11,40,95.24,--,--,2,2,1,1,0,--,--,30,6,0,--,--,Brian Hart,post-season
2014 - MAD,2,43,42,3,3,2,6,38,92.68,--,--,8,2,1,0,0,--,--,31,12,0,--,--,Brian Hart,post-season
2013 - MAD,2,18,0,2,0,1,1,22,88,--,--,0,2,1,0,0,--,--,4,14,0,--,--,Brian Hart,post-season
Career,10,177,173,15,16,6,25,175,93.09,--,--,17,10,3,2,0,--,--,105,72,0,--,--,Brian Hart,post-season
2019 - MTL,2,17,14,0,1,0,1,2,100,--,--,0,0,0,0,0,--,--,1,16,0,--,--,Brian Howard,regular season
2015 - DET,10,217,217,8,5,3,4,257,94.49,--,--,8,11,0,1,0,--,--,201,16,1,100,--,Brian Jager,regular season
2015 - ROC,10,234,255,10,3,1,-12,487,93.47,--,--,22,20,0,6,0,--,--,210,24,0,--,--,Brian Kibler,regular season
2014 - ROC,14,288,305,8,2,4,-18,369,90.44,--,--,14,31,0,1,0,--,--,221,67,1,100,1.93,Brian Kibler,regular season
Career,24,522,561,18,5,5,-30,856,92.14,--,--,36,51,0,7,0,--,--,431,91,1,100,1.93,Brian Kibler,regular season
2012 - DET,13,119,0,27,29,12,43,138,92.62,--,--,0,22,0,3,0,--,--,58,61,0,--,--,Brian Kragt,regular season
2017 - PHI,2,23,19,0,1,0,0,4,100,--,--,1,0,0,1,0,--,--,1,22,0,--,--,Brian Magerr,regular season
2016 - PHI,9,169,168,7,12,7,13,106,92.98,--,--,7,6,0,7,0,--,--,119,50,0,--,--,Brian Magerr,regular season
2015 - PHI,12,255,258,16,32,10,38,160,89.89,--,--,16,12,0,8,0,--,--,218,37,1,100,1.57,Brian Magerr,regular season
2014 - PHI,13,247,266,19,20,7,26,191,90.95,--,--,15,17,0,3,0,--,--,198,49,0,--,--,Brian Magerr,regular season
Career,36,694,713,42,65,24,77,461,91.11,--,--,39,35,0,19,0,--,--,536,158,1,100,1.57,Brian Magerr,regular season
2017 - DC,8,134,134,8,12,10,23,53,91.38,--,--,6,5,1,2,0,--,--,24,110,21,95.45,5.84,Brian Marshall,regular season
2016 - DC,11,236,231,5,16,13,27,67,95.71,--,--,7,3,0,4,0,--,--,25,211,14,100,5.54,Brian Marshall,regular season
Career,19,370,366,13,28,23,50,120,93.75,--,--,13,8,1,6,0,--,--,49,321,35,97.22,5.71,Brian Marshall,regular season
2017 - DC,2,36,28,1,5,0,6,7,100,--,--,0,0,0,0,0,--,--,4,32,0,--,--,Brian Marshall,post-season
2016 - DC,2,47,43,0,4,2,5,13,92.86,--,--,4,1,0,0,0,--,--,6,41,2,66.67,7.5,Brian Marshall,post-season
Career,4,83,72,1,9,2,11,20,95.24,--,--,4,1,0,0,0,--,--,10,73,2,66.67,7.5,Brian Marshall,post-season
2015 - NY,8,89,80,3,0,3,-1,51,87.93,--,--,7,7,1,0,0,--,--,11,78,22,95.65,6.11,Brian McLaughlin,regular season
2015 - ATL,11,279,251,21,25,4,38,191,94.09,--,--,24,9,0,3,0,--,--,242,37,1,100,5.72,Brian Moore,regular season
2012 - CIN,6,12,0,3,1,6,3,61,89.71,--,--,0,7,0,0,0,--,--,7,5,0,--,--,Brian Pate,regular season
2012 - CIN,1,2,0,0,1,1,1,11,91.67,--,--,0,1,0,0,0,--,--,1,1,0,--,--,Brian Pate,post-season
2017 - CHI,6,63,55,3,3,1,6,13,92.86,--,--,2,1,0,0,0,--,--,5,58,0,--,--,Brian Rathunde,regular season
2016 - CHI,2,24,15,0,1,0,-2,2,40,--,--,1,3,0,0,0,--,--,2,22,0,--,--,Brian Rathunde,regular season
2015 - CHI,5,50,59,3,4,5,8,12,80,--,--,1,3,0,1,0,--,--,2,48,0,--,--,Brian Rathunde,regular season
Career,13,137,130,6,8,6,12,27,79.41,--,--,4,7,0,1,0,--,--,9,128,0,--,--,Brian Rathunde,regular season
2021 - SEA,6,82,74,5,4,2,7,25,89.29,290,294,1,3,0,1,0,3,50,37,45,19,100,5.96,Brian Roach,regular season
2019 - SJ,8,91,75,4,1,2,4,22,88,--,--,2,3,0,0,0,--,--,16,75,14,100,6.4,Brian Roach,regular season
2018 - SJ,7,76,71,1,3,1,1,12,80,--,--,2,3,0,1,0,--,--,4,72,5,100,4.89,Brian Roach,regular season
Career,21,249,221,10,8,5,12,59,86.76,290,294,5,9,0,2,0,3,50,57,192,38,100,6,Brian Roach,regular season
2017 - MIN,8,172,186,8,12,13,26,76,96.2,--,--,14,3,0,4,0,--,--,24,148,0,--,--,Brian Schoenrock,regular season
2016 - MIN,12,304,320,24,26,21,44,183,88.83,--,--,12,21,0,6,0,--,--,130,174,1,100,5.2,Brian Schoenrock,regular season
2015 - MIN,13,283,303,20,51,20,82,153,92.17,--,--,22,7,0,2,0,--,--,154,129,0,--,--,Brian Schoenrock,regular season
2014 - MIN,14,306,293,19,20,26,58,111,98.23,--,--,15,2,0,5,0,--,--,75,231,0,--,--,Brian Schoenrock,regular season
2013 - MIN,11,188,0,6,30,29,58,53,96.36,--,--,0,2,0,5,0,--,--,38,150,0,--,--,Brian Schoenrock,regular season
Career,58,1253,1104,77,139,109,268,576,93.05,--,--,63,35,0,22,0,--,--,421,832,1,100,5.2,Brian Schoenrock,regular season
2017 - MIN,1,28,25,1,1,1,2,3,75,--,--,0,1,1,0,0,--,--,4,24,0,--,--,Brian Schoenrock,post-season
2016 - JAX,2,14,12,0,1,3,4,6,100,--,--,0,0,0,0,0,--,--,1,13,0,--,--,Brian Shinners,regular season
2021 - AUS,1,16,14,1,0,1,1,11,91.67,114,39,1,1,0,0,0,1,50,3,13,11,100,8.67,Brian Street,regular season
2019 - DAL,6,29,24,1,0,0,0,10,90.91,--,--,1,1,0,0,0,--,--,5,24,1,100,2.96,Brian Street,regular season
Career,7,45,39,2,0,1,1,21,91.3,114,39,2,2,0,0,0,1,50,8,37,12,100,8.19,Brian Street,regular season
2019 - DAL,1,1,0,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,0,1,0,--,--,Brian Street,post-season
2014 - PHI,6,109,118,6,3,2,5,116,93.55,--,--,3,6,0,0,0,--,--,85,24,0,--,--,Brian T,regular season
2015 - IND,12,233,222,6,7,1,-12,386,93.92,--,--,27,24,0,2,0,--,--,219,14,0,--,--,Brian Ventura,regular season
2014 - IND,12,249,255,4,3,3,-11,346,94.28,--,--,19,16,0,5,0,--,--,226,23,0,--,--,Brian Ventura,regular season
Career,24,482,478,10,10,4,-23,732,94.09,--,--,46,40,0,7,0,--,--,445,37,0,--,--,Brian Ventura,regular season
2014 - IND,1,25,31,3,0,0,-2,60,92.31,--,--,3,5,0,0,0,--,--,23,2,0,--,--,Brian Ventura,post-season
2016 - PHI,10,199,197,14,12,2,2,160,87.91,--,--,9,19,0,7,0,--,--,171,28,0,--,--,Brian Williams,regular season
2015 - PHI,10,139,157,8,14,3,12,74,88.1,--,--,2,9,0,4,0,--,--,105,34,5,100,4.36,Brian Williams,regular season
Career,20,338,354,22,26,5,14,234,87.97,--,--,11,28,0,11,0,--,--,276,62,5,100,4.36,Brian Williams,regular season
2021 - BOS,1,15,14,0,0,2,1,4,100,3,39,0,0,0,1,0,0,0,0,15,0,--,--,Brian Wyer,regular season
2017 - SD,2,15,10,0,4,0,3,5,100,--,--,1,0,0,1,0,--,--,13,2,0,--,--,Brian Zid,regular season
2016 - SD,12,165,159,10,12,1,11,142,92.81,--,--,11,11,0,1,0,--,--,155,10,0,--,--,Brian Zid,regular season
2012 - RIR,14,148,0,16,27,5,28,146,90.12,--,--,0,16,0,4,0,--,--,65,83,0,--,--,Brian Zid,regular season
Career,28,328,169,26,43,6,42,293,91.56,--,--,12,27,0,6,0,--,--,233,95,0,--,--,Brian Zid,regular season
2012 - RIR,1,10,0,1,2,0,2,10,90.91,--,--,0,1,0,0,0,--,--,4,6,0,--,--,Brian Zid,post-season
2019 - PHI,8,144,147,4,2,8,11,31,91.18,--,--,2,2,0,1,0,--,--,26,118,2,100,3.33,Brice Dunn,regular season
2018 - PHI,4,43,52,0,2,4,2,7,70,--,--,2,3,0,1,0,--,--,8,35,0,--,--,Brice Dunn,regular season
Career,12,187,199,4,4,12,13,38,86.36,--,--,4,5,0,2,0,--,--,34,153,2,100,3.33,Brice Dunn,regular season
2016 - DAL,4,72,66,9,4,3,4,87,87,--,--,4,12,0,0,0,--,--,64,8,2,100,6.04,Brodie Smith,regular season
2015 - CHI,2,3,3,0,1,0,0,2,66.67,--,--,0,1,0,0,0,--,--,1,2,0,--,--,Brodie Smith,regular season
2014 - CHI,1,1,0,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,0,1,0,--,--,Brodie Smith,regular season
2013 - CHI,7,177,0,68,4,8,47,363,91.9,--,--,0,32,0,1,0,--,--,95,82,19,76,--,Brodie Smith,regular season
2012 - IND,12,115,0,35,7,6,20,123,85.42,--,--,0,21,0,7,0,--,--,45,70,0,--,--,Brodie Smith,regular season
Career,26,368,70,112,16,17,71,575,89.56,--,--,4,66,0,8,0,--,--,205,163,21,77.78,6.04,Brodie Smith,regular season
2016 - DAL,1,1,0,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,1,0,0,--,--,Brodie Smith,post-season
2014 - CHI,1,17,18,4,0,0,4,27,96.43,--,--,1,0,0,0,0,--,--,15,2,0,--,--,Brodie Smith,post-season
2013 - CHI,1,3,0,0,0,1,0,1,50,--,--,0,1,0,0,0,--,--,0,3,2,100,--,Brodie Smith,post-season
2012 - IND,2,19,0,6,1,1,4,21,87.5,--,--,0,3,0,1,0,--,--,7,12,0,--,--,Brodie Smith,post-season
Career,5,40,18,10,1,2,8,49,90.74,--,--,1,4,0,1,0,--,--,23,17,2,100,--,Brodie Smith,post-season
2014 - MTL,6,69,64,6,0,1,-3,79,88.76,--,--,6,10,0,0,0,--,--,56,13,1,100,1.44,Bruno-Pier Demers,regular season
2015 - DET,11,223,211,3,4,2,-7,145,91.19,--,--,10,13,0,3,0,--,--,209,14,0,--,--,Bryan Bush,regular season
2017 - JAX,4,19,8,0,1,0,0,0,0,--,--,0,1,0,0,0,--,--,1,18,0,--,--,Bryan Conklin,regular season
2016 - JAX,9,190,155,7,9,4,11,63,88.73,--,--,8,7,0,2,0,--,--,162,28,0,--,--,Bryan Conklin,regular season
Career,13,209,163,7,10,4,11,63,87.5,--,--,8,8,0,2,0,--,--,163,46,0,--,--,Bryan Conklin,regular season
2017 - JAX,1,2,0,0,0,0,0,0,0,--,--,0,0,0,0,0,--,--,0,2,0,--,--,Bryan Conklin,post-season
2021 - TOR,5,48,62,1,1,0,1,12,92.31,71,191,1,1,0,0,0,1,100,4,44,0,--,--,Bryan Kuo,regular season
2019 - TOR,5,46,40,1,0,3,3,13,92.86,--,--,1,1,0,0,0,--,--,8,38,0,--,--,Bryan Kuo,regular season
Career,10,94,103,2,1,3,4,25,92.59,71,191,2,2,0,0,0,1,100,12,82,0,--,--,Bryan Kuo,regular season
2021 - TOR,1,10,14,0,1,1,2,2,100,9,49,0,0,0,0,0,0,0,1,9,0,--,--,Bryan Kuo,post-season
2017 - LA,14,310,300,15,52,6,56,152,91.57,--,--,14,13,0,4,0,--,--,286,24,0,--,--,Bryan Nguyen,regular season
2016 - LA,13,245,222,15,41,5,52,98,92.45,--,--,14,7,1,2,0,--,--,213,32,0,--,--,Bryan Nguyen,regular season
2015 - LA,13,245,243,13,28,6,34,134,90.54,--,--,15,11,0,2,0,--,--,206,39,0,--,--,Bryan Nguyen,regular season
Career,40,800,766,43,121,17,142,384,91.43,--,--,43,31,1,8,0,--,--,705,95,0,--,--,Bryan Nguyen,regular season
2017 - LA,2,23,24,1,3,0,3,15,93.75,--,--,4,1,0,0,0,--,--,21,2,0,--,--,Bryan Nguyen,post-season
2016 - LA,1,23,19,0,6,0,5,11,91.67,--,--,1,1,0,0,0,--,--,23,0,0,--,--,Bryan Nguyen,post-season
Career,3,46,43,1,9,0,8,26,92.86,--,--,5,2,0,0,0,--,--,44,2,0,--,--,Bryan Nguyen,post-season
2016 - ATL,1,14,7,1,1,0,2,1,100,--,--,0,0,0,0,0,--,--,3,11,0,--,--,Bryan Sansbury,regular season
2015 - NSH,12,229,200,6,20,9,26,67,88.16,--,--,14,7,0,2,0,--,--,104,125,0,--,--,Bryan Sansbury,regular season
Career,13,243,208,7,21,9,28,68,88.31,--,--,14,7,0,2,0,--,--,107,136,0,--,--,Bryan Sansbury,regular season
2021 - MIN,12,246,270,23,28,9,51,156,93.41,898,2211,17,8,0,1,0,6,66.67,107,139,22,95.65,6.84,Bryan Vohnoutka,regular season
2019 - MIN,12,273,297,30,42,6,55,194,91.51,--,--,18,18,0,5,0,--,--,219,54,1,100,3,Bryan Vohnoutka,regular season
2018 - MIN,11,254,232,32,35,7,50,196,89.91,--,--,24,20,0,4,0,--,--,221,33,2,100,4.17,Bryan Vohnoutka,regular season
2017 - MIN,7,114,102,2,11,5,13,49,92.45,--,--,9,4,0,1,0,--,--,99,15,0,--,--,Bryan Vohnoutka,regular season
2016 - MIN,3,36,39,1,4,3,3,13,68.42,--,--,0,4,0,1,0,--,--,20,16,0,--,--,Bryan Vohnoutka,regular season
Career,45,923,943,88,120,30,172,608,90.88,898,2211,68,54,0,12,0,6,66.67,666,257,25,96.15,6.46,Bryan Vohnoutka,regular season
2021 - MIN,1,19,22,0,2,1,-1,14,73.68,60,230,0,4,0,0,0,0,0,12,7,0,--,--,Bryan Vohnoutka,post-season
2018 - MIN,1,19,23,2,3,2,6,20,95.24,--,--,1,1,0,0,0,--,--,19,0,0,--,--,Bryan Vohnoutka,post-season
2017 - MIN,1,17,11,2,0,0,2,10,100,--,--,1,0,0,0,0,--,--,17,0,0,--,--,Bryan Vohnoutka,post-season
Career,3,55,57,4,5,3,7,44,88,60,230,2,5,0,0,0,0,0,48,7,0,--,--,Bryan Vohnoutka,post-season
2021 - DET,12,308,331,46,9,4,18,547,92.55,4064,1915,24,38,1,3,0,25,80.65,302,6,1,100,6.78,Bryan Walsh,regular season
2016 - CIN,5,72,70,2,0,1,0,66,97.06,--,--,3,2,0,1,0,--,--,36,36,0,--,--,Bryan Walsh,regular season
Career,17,380,402,48,9,5,18,613,93.02,4064,1915,27,40,1,4,0,25,80.65,338,42,1,100,6.78,Bryan Walsh,regular season
2021 - TOR,5,88,104,1,0,1,-2,19,79.17,169,23,1,3,0,1,0,1,50,8,80,0,--,--,Bryan Yue,regular season
2019 - TOR,7,63,59,0,0,3,0,25,89.29,--,--,0,2,0,1,0,--,--,1,62,4,80,4.51,Bryan Yue,regular season
2017 - TOR,2,25,11,0,0,0,0,1,100,--,--,0,0,0,0,0,--,--,0,25,0,--,--,Bryan Yue,regular season
2016 - TOR,2,24,29,1,1,0,1,6,85.71,--,--,0,1,0,0,0,--,--,8,16,0,--,--,Bryan Yue,regular season
2015 - TOR,11,161,146,4,8,5,13,47,97.92,--,--,2,1,0,3,0,--,--,11,150,1,50,--,Bryan Yue,regular season
Career,27,361,352,6,9,9,12,98,90.74,169,23,3,7,0,5,0,1,50,28,333,5,71.43,4.51,Bryan Yue,regular season
2021 - TOR,1,8,8,0,0,0,0,1,100,-11,-6,0,0,0,0,0,0,0,0,8,0,--,--,Bryan Yue,post-season
2019 - TOR,2,9,8,0,0,0,0,2,100,--,--,0,0,0,0,0,--,--,0,9,0,--,--,Bryan Yue,post-season
Career,3,17,16,0,0,0,0,3,100,-11,-6,0,0,0,0,0,0,0,0,17,0,--,--,Bryan Yue,post-season
2016 - PHI,8,161,161,16,8,4,9,136,88.31,--,--,15,16,0,3,0,--,--,143,18,0,--,--,Bryant Dean,regular season
2015 - DC,11,147,136,1,15,11,21,26,83.87,--,--,3,5,0,1,0,--,--,21,126,1,100,6.12,Bryant Dean,regular season
Career,19,308,297,17,23,15,30,162,87.57,--,--,18,21,0,4,0,--,--,164,144,1,100,6.12,Bryant Dean,regular season
2015 - JAX,1,11,6,0,1,0,1,1,100,--,--,0,0,0,0,0,--,--,1,10,0,--,--,Bryce Carleton,regular season
2021 - SD,6,66,81,1,3,1,5,14,87.5,80,143,2,0,0,0,0,0,0,1,65,0,--,--,Bryce Lozinski,regular season
2019 - SD,4,44,39,0,2,1,1,10,90.91,--,--,2,1,0,1,0,--,--,6,38,0,--,--,Bryce Lozinski,regular season
Career,10,110,120,1,5,2,6,24,88.89,80,143,4,1,0,1,0,0,0,7,103,0,--,--,Bryce Lozinski,regular season
2021 - OTT,5,66,55,1,0,1,2,23,100,68,14,1,0,0,0,0,0,0,0,66,0,--,--,Bryce Ring,regular season
2019 - OTT,11,105,103,1,0,2,-4,74,91.36,--,--,3,7,0,0,0,--,--,13,92,0,--,--,Bryce Ring,regular season
2018 - OTT,12,263,235,17,9,5,14,301,94.36,--,--,15,15,0,2,0,--,--,249,14,0,--,--,Bryce Ring,regular season
2016 - OTT,8,106,88,5,5,3,9,52,92.86,--,--,5,4,0,0,0,--,--,7,99,0,--,--,Bryce Ring,regular season
2015 - OTT,13,203,147,4,0,4,-1,151,92.64,--,--,9,8,0,1,0,--,--,46,157,0,--,--,Bryce Ring,regular season
Career,49,743,631,28,14,15,20,601,93.61,68,14,33,34,0,3,0,0,0,315,428,0,--,--,Bryce Ring,regular season
2019 - SEA,8,164,157,7,7,4,10,121,93.8,--,--,17,7,0,1,0,--,--,142,22,4,100,4.57,Bryson Simon-Fox,regular season
2017 - SEA,11,248,243,10,22,6,18,117,86.03,--,--,19,15,0,5,0,--,--,203,45,3,100,3.38,Bryson Simon-Fox,regular season
2016 - SEA,8,134,126,6,10,8,21,14,82.35,--,--,2,3,0,0,0,--,--,45,89,27,100,7,Bryson Simon-Fox,regular season
2015 - SEA,8,123,114,5,2,6,8,23,82.14,--,--,4,4,0,1,0,--,--,10,113,6,100,5.78,Bryson Simon-Fox,regular season
Career,35,669,641,28,41,24,57,275,88.71,--,--,42,29,0,7,0,--,--,400,269,40,100,6.3,Bryson Simon-Fox,regular season
2013 - DC,11,110,0,0,9,5,6,39,92.86,--,--,0,3,0,5,0,--,--,32,78,0,--,--,Burke Nash,regular season
2018 - SF,6,142,129,16,7,7,19,103,87.29,--,--,12,11,0,0,0,--,--,116,26,0,--,--,Byron Liu,regular season
2017 - SF,9,148,131,4,5,7,6,39,81.25,--,--,6,8,0,2,0,--,--,13,135,1,100,0.73,Byron Liu,regular season
2016 - SF,7,124,116,11,7,7,19,61,85.92,--,--,7,6,0,0,0,--,--,56,68,0,--,--,Byron Liu,regular season
2015 - ATL,3,74,72,6,2,5,11,51,96.23,--,--,1,2,0,0,0,--,--,24,50,0,--,--,Byron Liu,regular season
Career,25,488,449,37,21,26,55,254,87.59,--,--,26,27,0,2,0,--,--,209,279,1,100,0.73,Byron Liu,regular season
2017 - SF,3,51,45,1,2,3,4,10,83.33,--,--,0,2,0,0,0,--,--,2,49,0,--,--,Byron Liu,post-season
2016 - SF,1,17,18,0,0,0,-1,2,66.67,--,--,0,1,0,0,0,--,--,4,13,0,--,--,Byron Liu,post-season
Career,4,68,64,1,2,3,3,12,80,--,--,0,3,0,0,0,--,--,6,62,0,--,--,Byron Liu,post-season
2018 - MIN,2,43,35,2,0,0,-1,40,93.02,--,--,5,3,0,0,0,--,--,13,30,8,88.89,6.39,C Wood,regular season
2016 - PIT,4,42,39,0,0,2,-1,20,86.96,--,--,2,3,0,0,0,--,--,4,38,5,100,6.27,C Wood,regular season
Career,6,85,75,2,0,2,-2,60,90.91,--,--,7,6,0,0,0,--,--,17,68,13,92.86,6.33,C Wood,regular season
2018 - MIN,1,19,26,1,1,1,-2,32,84.21,--,--,1,4,0,1,0,--,--,6,13,12,100,6.3,C Wood,post-season
2021 - CHI,9,167,193,3,5,8,15,40,97.56,95,355,5,1,0,0,0,0,0,6,161,0,--,--,Cal Tornabene,regular season
2019 - CHI,6,78,66,2,4,3,7,26,92.86,--,--,5,2,0,0,0,--,--,14,64,0,--,--,Cal Tornabene,regular season
Career,15,245,260,5,9,11,22,66,95.65,95,355,10,3,0,0,0,0,0,20,225,0,--,--,Cal Tornabene,regular season
2021 - CHI,2,19,22,1,0,1,2,6,100,25,64,0,0,0,0,0,0,0,0,19,0,--,--,Cal Tornabene,post-season
2019 - CHI,1,10,8,1,0,0,1,2,100,--,--,0,0,0,0,0,--,--,2,8,0,--,--,Cal Tornabene,post-season
Career,3,29,30,2,0,1,3,8,100,25,64,0,0,0,0,0,0,0,2,27,0,--,--,Cal Tornabene,post-season
2017 - MIN,6,118,121,1,20,3,20,68,95.77,--,--,13,2,0,2,0,--,--,104,14,0,--,--,Caleb Denecour,regular season
2017 - AUS,7,156,144,12,33,1,39,123,94.62,--,--,14,4,0,3,0,--,--,139,17,0,--,--,Caleb Denecour,regular season
2016 - AUS,11,232,217,12,41,8,46,128,92.09,--,--,15,10,0,5,0,--,--,181,51,0,--,--,Caleb Denecour,regular season
Career,24,506,483,25,94,12,105,319,93.82,--,--,42,16,0,10,0,--,--,424,82,0,--,--,Caleb Denecour,regular season
2017 - MIN,1,20,14,0,4,0,3,8,88.89,--,--,3,1,0,0,0,--,--,19,1,0,--,--,Caleb Denecour,post-season
2018 - LA,4,60,36,1,2,0,0,11,84.62,--,--,0,2,0,1,0,--,--,4,56,25,92.59,6.3,Caleb Ferguson,regular season
2017 - LA,4,50,44,1,0,0,-5,32,86.49,--,--,1,5,0,1,0,--,--,7,43,36,92.31,6.66,Caleb Ferguson,regular season
Career,8,110,81,2,2,0,-5,43,86,--,--,1,7,0,2,0,--,--,11,99,61,92.42,6.49,Caleb Ferguson,regular season
2021 - TB,2,32,29,1,0,0,1,8,88.89,76,87,1,0,0,0,0,1,100,8,24,0,--,--,Caleb Posey,regular season
2021 - DET,11,211,212,5,8,9,17,50,94.34,105,778,7,3,0,2,0,2,100,78,133,0,--,--,Caleb Stanish,regular season
2013 - TOR,10,171,0,27,18,9,43,112,95.73,--,--,0,5,0,6,0,--,--,90,81,1,100,--,Calum Mackenzie,regular season
2013 - TOR,2,29,0,2,3,1,2,38,95,--,--,0,2,0,2,0,--,--,22,7,0,--,--,Calum Mackenzie,post-season
2021 - LA,8,185,217,25,14,12,14,261,86.42,2463,946,19,36,0,1,0,11,50,118,67,49,92.45,7.05,Calvin Brown,regular season
2019 - LA,5,102,96,14,4,3,14,129,91.49,--,--,15,6,0,1,0,--,--,82,20,8,100,5.52,Calvin Brown,regular season
Career,13,287,314,39,18,15,28,390,88.04,2463,946,34,42,0,2,0,11,50,200,87,57,93.44,6.81,Calvin Brown,regular season
2019 - LA,1,21,23,2,2,0,-1,23,82.14,--,--,1,5,0,0,0,--,--,20,1,0,--,--,Calvin Brown,post-season
2018 - SEA,9,221,220,10,29,5,26,204,90.67,--,--,17,17,0,1,1,--,--,190,31,0,--,--,Cam Bailey,regular season
2017 - SEA,13,316,275,6,20,9,16,148,89.16,--,--,21,16,0,3,0,--,--,130,186,38,100,5.68,Cam Bailey,regular season
2014 - SEA,12,274,294,9,32,25,55,130,87.84,--,--,10,11,1,0,0,--,--,75,199,144,94.12,5.69,Cam Bailey,regular season
Career,34,811,790,25,81,39,97,482,89.42,--,--,48,44,1,4,1,--,--,395,416,182,95.29,5.69,Cam Bailey,regular season
2021 - PIT,2,24,16,0,0,0,0,2,100,-4,1,0,0,0,0,0,0,0,1,23,0,--,--,Cam Bellando,regular season
2019 - MIN,10,234,245,28,21,7,37,343,93.21,--,--,30,19,0,0,0,--,--,192,42,2,100,6.52,Cam Burden,regular season
2018 - MTL,13,245,253,22,24,9,33,202,88.6,--,--,17,22,0,0,0,--,--,149,96,6,100,6.7,Cam Burden,regular season
Career,23,479,498,50,45,16,70,545,91.44,--,--,47,41,0,0,0,--,--,341,138,8,100,6.58,Cam Burden,regular season
2021 - BOS,4,73,76,3,1,6,10,25,100,103,192,4,0,0,0,0,1,100,2,71,0,--,--,Cam Wariner,regular season
2021 - SEA,1,8,13,1,0,0,0,4,80,20,20,0,1,0,0,0,0,0,5,3,1,100,10.06,Cameron Baker,regular season
2018 - SEA,8,95,65,2,4,2,5,5,55.56,--,--,1,3,0,0,0,--,--,8,87,14,87.5,3.9,Cameron Baker,regular season
Career,9,103,78,3,4,2,5,9,64.29,20,20,1,4,0,0,0,0,0,13,90,15,88.24,4.46,Cameron Baker,regular season
2018 - SF,6,87,77,0,1,3,1,31,93.94,--,--,1,2,0,1,0,--,--,11,76,2,100,5.16,Cameron Beck,regular season
2021 - IND,4,104,113,10,12,1,15,117,93.6,702,1154,9,7,0,1,0,1,100,96,8,0,--,--,Cameron Brock,regular season
2019 - IND,11,240,252,10,38,1,37,164,92.66,--,--,19,12,0,0,0,--,--,206,34,0,--,--,Cameron Brock,regular season
2018 - IND,14,318,335,27,56,8,72,222,90.98,--,--,26,18,0,1,0,--,--,269,49,1,100,5.35,Cameron Brock,regular season
2017 - IND,14,352,339,43,47,6,56,210,84.34,--,--,23,34,0,6,0,--,--,309,43,0,--,--,Cameron Brock,regular season
2016 - IND,14,352,307,43,54,5,71,218,88.26,--,--,21,26,0,5,0,--,--,310,42,0,--,--,Cameron Brock,regular season
2015 - IND,14,327,310,37,60,8,72,259,88.7,--,--,27,27,0,6,0,--,--,296,31,0,--,--,Cameron Brock,regular season
2014 - IND,14,315,329,12,76,5,66,143,88.27,--,--,16,16,0,11,0,--,--,280,35,0,--,--,Cameron Brock,regular season
2013 - IND,15,254,0,24,91,6,103,124,91.18,--,--,0,12,0,6,0,--,--,218,36,5,50,--,Cameron Brock,regular season
2012 - IND,14,208,0,19,56,7,65,100,92.59,--,--,0,13,0,4,0,--,--,87,121,0,--,--,Cameron Brock,regular season
Career,114,2470,1988,225,490,47,557,1557,89.48,702,1154,141,165,0,40,0,1,100,2071,399,6,54.55,5.35,Cameron Brock,regular season
2019 - IND,2,42,47,4,3,0,4,25,92.59,--,--,2,2,0,1,0,--,--,38,4,0,--,--,Cameron Brock,post-season
2018 - IND,2,50,59,7,5,0,3,30,78.95,--,--,3,8,0,1,0,--,--,46,4,0,--,--,Cameron Brock,post-season
2014 - IND,1,25,27,0,8,1,9,12,100,--,--,0,0,0,0,0,--,--,24,1,0,--,--,Cameron Brock,post-season
